company_name,job_title,job_type,Department,Location,Posted_Time,Salary_range
Blossom VA Services,TikTok Poster,Marketing & Communications,Marketing & Communications,Lagos,Today,"NGN 150,000 - 250,000"
Ibat Travels and Tour,Graphics & Brand Manager,Creative & Design,Creative & Design,Lagos,1 week ,"NGN 150,000 - 250,000"
Iwule Limited,Business Development Lead,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 250,000 - 400,000"
Anonymous Employer,Campus Ambassador,Marketing & Communications,Marketing & Communications,Rest of Nigeria (Nationwide),1 week ,"NGN 70,000 - 150,000"
Stock Stream Solutions Nig Ltd,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Abuja,2 weeks ,"NGN 70,000 - 150,000"
Odixcity Consulting,Flutter Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Next Js Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Vue Js Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,AI Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,PHP Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Full Stack Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Front-End Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Back-End Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Cloud Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Shopify Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Word Press Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Blossom VA Services,TikTok Poster,Marketing & Communications,Marketing & Communications,Lagos,Today,"NGN 150,000 - 250,000"
Ibat Travels and Tour,Graphics & Brand Manager,Creative & Design,Creative & Design,Lagos,1 week ,"NGN 150,000 - 250,000"
Iwule Limited,Business Development Lead,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 250,000 - 400,000"
Anonymous Employer,Campus Ambassador,Marketing & Communications,Marketing & Communications,Rest of Nigeria (Nationwide),1 week ,"NGN 70,000 - 150,000"
Stock Stream Solutions Nig Ltd,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Abuja,2 weeks ,"NGN 70,000 - 150,000"
Odixcity Consulting,Flutter Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Next Js Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Vue Js Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,AI Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,PHP Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Full Stack Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Front-End Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Back-End Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Cloud Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Shopify Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Word Press Developer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,QA Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,UI/UX Designer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Machine Learning Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,NLP Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Computer Vision Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,Prompt Engineer,Engineering & Technology,Engineering & Technology,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,React Native Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Odixcity Consulting,React Js Developer,Software & Data,Software & Data,Remote (Work From Home),Today,"NGN 400,000 - 600,000"
Konfam 89.5 FM,Sales & Marketing Executive/Manager,Sales,Sales,Lagos,Today,"NGN 70,000 - 150,000"
MediaCrush Limited,Sales & Marketing Executive/Manager,Sales,Sales,Lagos,Today,Confidential
HRM & Logistics Support Services,Tender and Procurement Specialist,Supply Chain & Procurement,Supply Chain & Procurement,Port Harcourt & Rivers State,Today,"NGN 250,000 - 400,000"
HRM & Logistics Support Services,Technical Commercial Manager,Management & Business Development,Management & Business Development,Lagos,Today,"NGN 400,000 - 600,000"
HRM & Logistics Support Services,Mechanical Lead,Engineering & Technology,Engineering & Technology,Port Harcourt & Rivers State,Today,"NGN 250,000 - 400,000"
Avest Microfinance Bank,"Team Lead, Deposit Mobilisation",Sales,Sales,Lagos,Yesterday,"NGN 600,000 - 900,000"
Bridge Credit Limited,Sales & Business Development Team Lead,Sales,Sales,Lagos,Yesterday,"NGN 400,000 - 600,000"
Bridge Credit Limited,"Team Lead, Emerging Product",Sales,Sales,Lagos,Yesterday,"NGN 600,000 - 900,000"
Salad Ville,Graduate Trainee,Food Services & Catering,Food Services & Catering,Lagos,2 days ,"NGN 70,000 - 150,000"
Valjes Properties,Estate Surveyor,Estate Agents & Property Management,Estate Agents & Property Management,Lagos,2 days ,"NGN 150,000 - 250,000"
Charther Pharmacy,Pharmacist,Medical & Pharmaceutical,Medical & Pharmaceutical,Lagos,3 days ,"NGN 250,000 - 400,000"
Arkhive Realty,Investment Advisor,Sales,Sales,Abuja,3 days ,"NGN 70,000 - 150,000"
Proserlog Limited,Music Teacher,"Research, Teaching & Training","Research, Teaching & Training",Abuja,4 days ,"NGN 70,000 - 150,000"
Proserlog Limited,Accounts Clerk/Bookkeeper,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Abuja,4 days ,"NGN 150,000 - 250,000"
Uranium Technologies Ltd,Social Media Content Management Intern,Marketing & Communications,Marketing & Communications,Remote (Work From Home),4 days ,"NGN 70,000 - 150,000"
Rimrock Hotel,Cook,Food Services & Catering,Food Services & Catering,Rest of Nigeria (Abia),4 days ,"NGN 70,000 - 150,000"
Picadailys Services Nig Ltd,Social Media Manager,Marketing & Communications,Marketing & Communications,Port Harcourt & Rivers State,4 days ,"NGN 150,000 - 250,000"
Picadailys Services Nig Ltd,Content Creator,Creative & Design,Creative & Design,Port Harcourt & Rivers State,4 days ,"NGN 150,000 - 250,000"
Picadailys Services Nig Ltd,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Port Harcourt & Rivers State,4 days ,"NGN 150,000 - 250,000"
Picadailys Services Nig Ltd,Digital Marketing Manager,Marketing & Communications,Marketing & Communications,Port Harcourt & Rivers State,4 days ,"NGN 150,000 - 250,000"
Picadailys Services Nig Ltd,Admin/HR Officer,Human Resources,Human Resources,Port Harcourt & Rivers State,4 days ,"NGN 150,000 - 250,000"
Picadailys Services Nig Ltd,Compliance Officer,Quality Control & Assurance,Quality Control & Assurance,Port Harcourt & Rivers State,4 days ,"NGN 150,000 - 250,000"
Starbite Integrated Catering Services Ltd,Business Development & Key Accounts Manager,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 150,000 - 250,000"
Themoving Ltd,Growth & Sales Associate,Sales,Sales,Lagos,1 week ,"NGN 250,000 - 400,000"
ZoraBridge Consulting Limited,Sales Executive,Sales,Sales,Lagos,1 week ,"NGN 250,000 - 400,000"
Alpha Step Links Ltd.,Corporate Sales & B2B Partnerships Manager,Sales,Sales,Lagos,1 week ,"NGN 250,000 - 400,000"
Alpha Step Links Ltd.,National Franchise Development Manager,Sales,Sales,Lagos,1 week ,"NGN 250,000 - 400,000"
Alpha Step Links Ltd.,Social Media Manager,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 150,000 - 250,000"
Grand Swiss Hotel,Hotel Driver,Driver & Transport Services,Driver & Transport Services,Rest of Nigeria (Anambra),1 week ,"NGN 150,000 - 250,000"
Grand Swiss Hotel,Hotel Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Rest of Nigeria (Anambra),1 week ,"NGN 150,000 - 250,000"
Colala Logistics,Customer Support Officer,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 70,000 - 150,000"
Colala Logistics,Vendor Acquisition Executive,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
Bric Africa,Research Officer,"Research, Teaching & Training","Research, Teaching & Training",Rest of Nigeria (Kwara),1 week ,"NGN 70,000 - 150,000"
Beauty Routine Cosmetics & Embellishments Ltd.,HR & Admin Officer,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 150,000 - 250,000"
Iwule Limited,Storage Arrangement & Optimization Specialist,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,1 week ,"NGN 70,000 - 150,000"
King Ghali International Logistics,Customer Relationship Management Specialist,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 150,000 - 250,000"
King Ghali International Logistics,Automotive Social Media Manager,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 150,000 - 250,000"
Cecy Health Consult,Medical Laboratory Scientist,Medical & Pharmaceutical,Medical & Pharmaceutical,Lagos,1 week ,"NGN 150,000 - 250,000"
Cecy Health Consult,Sonographer,Medical & Pharmaceutical,Medical & Pharmaceutical,Lagos,1 week ,"NGN 250,000 - 400,000"
Cecy Health Consult,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,"NGN 250,000 - 400,000"
Banky J Petroleum Limited,Safety Personnel,Health & Safety,Health & Safety,Lagos,1 week ,"NGN 70,000 - 150,000"
Technautic Nigeria Limited,Electrical/Electronic Engineering,Engineering & Technology,Engineering & Technology,Abeokuta & Ogun State,1 week ,"NGN 70,000 - 150,000"
Clear Essence California Spa,Food & Beverage Assistant,Food Services & Catering,Food Services & Catering,Lagos,2 weeks ,"NGN 70,000 - 150,000"
Divine Offspring,High School Teacher,"Research, Teaching & Training","Research, Teaching & Training",Lagos,2 weeks ,"NGN 150,000 - 250,000"
Clear Essence California Spa,Junior Maintenance Technician (Trainee),Trades & Services,Trades & Services,Lagos,4 weeks ,"NGN 70,000 - 150,000"
Clear Essence California Spa,Kitchen Steward,Food Services & Catering,Food Services & Catering,Lagos,1 month ,"NGN 70,000 - 150,000"
Akdenizrack,Sales Representative,Engineering & Technology,Engineering & Technology,Lagos,1 month ,"NGN 150,000 - 250,000"
Test Jobberman,Customer Experience (CX) Representative,Admin & Office,Admin & Office,Abuja,Yesterday,"NGN 70,000 - 150,000"
Pakora Manufacturing Limited,Marketing Executive (B2B),Marketing & Communications,Marketing & Communications,Lagos,4 days ,"NGN 250,000 - 400,000"
Pakora Manufacturing Limited,Sales Executive (B2B ),Sales,Sales,Lagos,4 days ,"NGN 250,000 - 400,000"
Pakora Manufacturing Limited,Social Media Ads Operator,Marketing & Communications,Marketing & Communications,Lagos,4 days ,"NGN 70,000 - 150,000"
AITECHMA,Java Spring Boot - Backend Developer,Software & Data,Software & Data,Lagos,1 week ,"NGN 400,000 - 600,000"
The Finish Limited,Project Manager,Product & Project Management,Product & Project Management,Lagos,Today,"NGN 250,000 - 400,000"
Jobberman Nigeria Recruitment,"Chief Financial Officer and Head of Strategy, Mergers & Acquisitions",Management & Business Development,Management & Business Development,Lagos,2 days ,Confidential
Jobberman Nigeria Recruitment,Group Finance Manager,Management & Business Development,Management & Business Development,Lagos,2 days ,Confidential
Jobberman Nigeria Recruitment,Factory Manager,Management & Business Development,Management & Business Development,Rest of Nigeria (Abia),2 days ,"NGN 900,000 - 1,200,000"
Jobberman Nigeria Recruitment,Marketing Manager,Marketing & Communications,Marketing & Communications,Rest of Nigeria (Abia),3 days ,"NGN 600,000 - 900,000"
Jobberman Nigeria Recruitment,Secretary,Admin & Office,Admin & Office,Rest of Nigeria (Abia),3 days ,"NGN 600,000 - 900,000"
Bluewhale Multiservices Nigeria Ltd,Field Officer,Product & Project Management,Product & Project Management,Lagos,3 days ,"NGN 150,000 - 250,000"
Petfill Global Limited,Digital Sales Executive,Sales,Sales,Abuja,4 days ,"NGN 70,000 - 150,000"
Jobberman Nigeria Recruitment,Account Officer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,4 days ,"NGN 150,000 - 250,000"
The MSS Company,HR Officer,Human Resources,Human Resources,Lagos,4 days ,"NGN 70,000 - 150,000"
Magenta Residential,Sales and Client Relations Manager,Sales,Sales,Lagos,4 days ,"NGN 400,000 - 600,000"
HUAMEI INVESTMENT COMPANY LIMITED,Social Media Manager,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 150,000 - 250,000"
Anonymous Employer,General Manager,Management & Business Development,Management & Business Development,Port Harcourt & Rivers State,1 week ,"NGN 400,000 - 600,000"
Pavilion MG Farms,Sales & Inventory Officer,Sales,Sales,Rest of Nigeria (Edo),1 week ,"NGN 70,000 - 150,000"
Shepherd Trust Microfinance Bank,Internal  Control Officer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,Confidential
Shepherd Trust Microfinance Bank,Credit & Risk Analyst,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,Confidential
Shepherd Trust Microfinance Bank,Recovery Officer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,Confidential
Shepherd Trust Microfinance Bank,Front-End Developer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,Confidential
Jobberman Nigeria Recruitment,Client Retention & Engagement Specialist,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Salon Operations Lead/Manager,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 250,000 - 400,000"
Jobberman Nigeria Recruitment,Client Experience Lead/Manager,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 250,000 - 400,000"
Jobberman Nigeria Recruitment,Front Desk Lead/Manager,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 150,000 - 250,000"
SpillNation UK,Digital Media Coordinator,Marketing & Communications,Marketing & Communications,Remote (Work From Home),1 week ,"NGN 70,000 - 150,000"
Jobberman Nigeria Recruitment,Business Development Officer,Management & Business Development,Management & Business Development,Lagos,1 week ,Confidential
Jobberman Nigeria Recruitment,Executive Assistant,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 150,000 - 250,000"
Sobats Consult Limited,Marketing Executive,Marketing & Communications,Marketing & Communications,Abuja,1 week ,"NGN 70,000 - 150,000"
Anonymous Employer,Senior Operative Supervisor,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Visa Application Specialist,Consulting & Strategy,Consulting & Strategy,Lagos,1 week ,"NGN 400,000 - 600,000"
Anonymous Employer,Hotel Manager,Hospitality & Leisure,Hospitality & Leisure,Abuja,1 week ,"NGN 250,000 - 400,000"
Jobberman Nigeria Recruitment,Graphic Designer,Creative & Design,Creative & Design,Abuja,2 weeks ,Confidential
Jobberman Nigeria Recruitment,Architect,Building & Architecture,Building & Architecture,Abuja,2 weeks ,Confidential
Bubus Properties & Investments Ltd.,Structural Engineer,Engineering & Technology,Engineering & Technology,Lagos,2 weeks ,"NGN 250,000 - 400,000"
Reliance Capital Limited,Business Development Officer,Management & Business Development,Management & Business Development,Lagos,2 weeks ,Confidential
StellarVera Development Company,Finance Manager,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Ibadan & Oyo State,2 weeks ,Confidential
StellarVera Development Company,Business Development Manager,Management & Business Development,Management & Business Development,Ibadan & Oyo State,2 weeks ,Confidential
Nkoyo Pharmaceuticals Ltd.,Medical Sales Representative,Sales,Sales,Lagos,2 weeks ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Content Creator/Graphics Designer,Creative & Design,Creative & Design,Lagos,2 weeks ,"NGN 150,000 - 250,000"
Bigfield Professional Services,Tax Manager,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,2 weeks ,Confidential
Simeons Educational Consulting,Subject Teacher,"Research, Teaching & Training","Research, Teaching & Training",Rest of Nigeria (Kwara),2 weeks ,Confidential
Anonymous Employer,Inventory Control Supervisor,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,2 weeks ,Confidential
Catany Trust Ltd,Business Executive,Management & Business Development,Management & Business Development,Lagos,2 weeks ,"NGN 70,000 - 150,000"
Ogunmoses Solar Depot Nigeria Ltd,Field Sales and Marketting Representatives,Sales,Sales,Lagos,2 weeks ,"NGN 70,000 - 150,000"
Jobberman Nigeria Recruitment,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,2 weeks ,Confidential
Jobberman Nigeria Recruitment,Laravel Backend Developer,Software & Data,Software & Data,Lagos,2 weeks ,Confidential
Jobberman Nigeria Recruitment,HR Personnel,Admin & Office,Admin & Office,Lagos,2 weeks ,Confidential
Besimplified Facilities Limited,Temporary Christmas Staff,Hospitality & Leisure,Hospitality & Leisure,Port Harcourt & Rivers State,2 weeks ,"NGN 70,000 - 150,000"
Foodspace Lagos,Cook,Food Services & Catering,Food Services & Catering,Lagos,2 weeks ,"NGN 70,000 - 150,000"
Jobberman Nigeria Recruitment,"Growth, Sales & Partnerships Lead",Sales,Sales,Lagos,2 weeks ,"NGN 1,200,000 - 1,500,000"
Jobberman Nigeria Recruitment,Tech Sales Executive,Sales,Sales,Lagos,2 weeks ,Confidential
Mshel Homes Lagos,Sales Manager,Sales,Sales,Lagos,3 weeks ,Confidential
Mshel Homes Lagos,Sales Executive,Sales,Sales,Lagos,3 weeks ,"NGN 70,000 - 150,000"
Ecowaka Limited,Field Sales Executive,Sales,Sales,Lagos,3 weeks ,"NGN 70,000 - 150,000"
Anonymous Employer,Full-Stack Frontend Developer,Software & Data,Software & Data,Lagos,3 weeks ,Confidential
Anonymous Employer,C# Developer,Software & Data,Software & Data,Lagos,3 weeks ,Confidential
Pearlsend Apartment Limited,Corporate Hospitality Sales Manager,Sales,Sales,Lagos,3 weeks ,"NGN 250,000 - 400,000"
Mobile Sport Limited (MSport),Customer Service Representative,Customer Service & Support,Customer Service & Support,Lagos,3 weeks ,"NGN 70,000 - 150,000"
Mobile Sport Limited (MSport),UX Specialist,Engineering & Technology,Engineering & Technology,Lagos,3 weeks ,"NGN 150,000 - 250,000"
Zeepad Group,Digital Marketer,Marketing & Communications,Marketing & Communications,Abuja,3 weeks ,Confidential
Zeepad Group,Digital Marketer,Marketing & Communications,Marketing & Communications,Lagos,3 weeks ,Confidential
Codygo,AWS Cloud Developer+ DevOps,Engineering & Technology,Engineering & Technology,Remote (Work From Home),3 weeks ,Confidential
ECS West Africa Limited,Technical Sales Engineer,Engineering & Technology,Engineering & Technology,Lagos,3 weeks ,Confidential
Senior Serving Saint Ltd.,Marketing and Media Officer,Marketing & Communications,Marketing & Communications,Ibadan & Oyo State,3 weeks ,"NGN 70,000 - 150,000"
Yousheng Group,Customer Service Representative,Customer Service & Support,Customer Service & Support,Lagos,3 weeks ,"NGN 250,000 - 400,000"
Solar Pro Energy Limited,Marketing Designer & Social Media Executive,Marketing & Communications,Marketing & Communications,Lagos,3 weeks ,"NGN 70,000 - 150,000"
Eyinimofe World,Field Sales Agent,Sales,Sales,Lagos,3 weeks ,Confidential
OHAI Clinic,Administrative Officer,Admin & Office,Admin & Office,Abuja,3 weeks ,"NGN 150,000 - 250,000"
Quramo Advisory Limited,Innovative Admin Officer,Admin & Office,Admin & Office,Lagos,3 weeks ,Confidential
Jobberman Nigeria Recruitment,Regional Rice Transformation Manager,Management & Business Development,Management & Business Development,Abuja,3 weeks ,Confidential
Premier International School Abuja,"Head of Department, English & Languages","Research, Teaching & Training","Research, Teaching & Training",Abuja,3 weeks ,Confidential
Ayomo Bakery,Account Officer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Ibadan & Oyo State,3 weeks ,Confidential
Ayomo Bakery,Admin & HR Officer,Human Resources,Human Resources,Ibadan & Oyo State,3 weeks ,Confidential
Oasis Management Company,Core Backend Developers,Software & Data,Software & Data,Abuja,3 weeks ,"NGN 600,000 - 900,000"
Anonymous Employer,Administrative/Finance Assistant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,3 weeks ,"NGN 150,000 - 250,000"
Buildas,Senior Fullstack Developer,Software & Data,Software & Data,Remote (Work From Home),4 weeks ,"NGN 400,000 - 600,000"
Homere Nigeria Limited,Senior Sales Specialist/ Business Development Expert,Management & Business Development,Management & Business Development,Lagos,4 weeks ,Confidential
Versavvy Limited,AI/ML Engineer,Engineering & Technology,Engineering & Technology,Lagos,4 weeks ,"NGN 600,000 - 900,000"
Off Max Logistics Limited,Sales Representative,Customer Service & Support,Customer Service & Support,Lagos,4 weeks ,"NGN 150,000 - 250,000"
STARFIELD Education Empowerment Foundation,Geography Teacher,"Research, Teaching & Training","Research, Teaching & Training",Lagos,4 weeks ,Confidential
Off Max Logistics Limited,Customer Service Agent,Customer Service & Support,Customer Service & Support,Lagos,4 weeks ,Confidential
Off Max Logistics Limited,Account Officer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,4 weeks ,Confidential
Off Max Logistics Limited,HR/Safety & Compliance Coordinator,Human Resources,Human Resources,Lagos,4 weeks ,Confidential
Off Max Logistics Limited,Virtual Mechanic,Engineering & Technology,Engineering & Technology,Lagos,4 weeks ,Confidential
Jobberman Nigeria Recruitment,HR Professional,Human Resources,Human Resources,Ibadan & Oyo State,1 month ,Confidential
Solpia Nigeria Ltd.,Import-Export Executive,Trades & Services,Trades & Services,Lagos,1 month ,"NGN 150,000 - 250,000"
International Higher Education Express,Customer Support Officer,Customer Service & Support,Customer Service & Support,Lagos,1 month ,"NGN 70,000 - 150,000"
Jobberman Nigeria Recruitment,Security Supervisor,Community & Social Services,Community & Social Services,Lagos,1 month ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Chief Revenue/Commercial Officer,Management & Business Development,Management & Business Development,Lagos,1 month ,Confidential
Codygo,Fullstack GenAI TS Developer,Software & Data,Software & Data,Remote (Work From Home),1 month ,Confidential
Light height Global Services,Admission and visa Officer,"Research, Teaching & Training","Research, Teaching & Training",Lagos,1 month ,"NGN 250,000 - 400,000"
Jobberman Nigeria Recruitment,Managing Director,Management & Business Development,Management & Business Development,Lagos,1 month ,Confidential
Anonymous Employer,Human Resources Officer,Human Resources,Human Resources,Lagos,1 month ,"NGN 400,000 - 600,000"
Jobberman Nigeria Recruitment,Social Media Manager,Marketing & Communications,Marketing & Communications,Remote (Work From Home),1 month ,"NGN 150,000 - 250,000"
Anonymous Employer,Corporate Commercial Lawyer,Legal Services,Legal Services,Lagos,1 month ,"NGN 400,000 - 600,000"
Anonymous Employer,Litigation Associate,Legal Services,Legal Services,Lagos,1 month ,"NGN 400,000 - 600,000"
Anonymous Employer,Finance & Administrative Assistant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 month ,"NGN 150,000 - 250,000"
Anonymous Employer,Operations Manager,Admin & Office,Admin & Office,Lagos,1 month ,"NGN 600,000 - 900,000"
Anonymous Employer,Governance and Business Control Officer,Quality Control & Assurance,Quality Control & Assurance,Lagos,1 month ,"NGN 250,000 - 400,000"
Anonymous Employer,Customer Experience Officer,Customer Service & Support,Customer Service & Support,Lagos,1 month ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Boiler Operator,Engineering & Technology,Engineering & Technology,Lagos,1 month ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Water Treatment Plant Operator,Engineering & Technology,Engineering & Technology,Lagos,1 month ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Creative Officer,Creative & Design,Creative & Design,Lagos,1 month ,Confidential
Jobberman Nigeria Recruitment,Office Assistant,Admin & Office,Admin & Office,Lagos,1 month ,Confidential
Jobberman Nigeria Recruitment,Marketing Executive,Marketing & Communications,Marketing & Communications,Lagos,1 month ,Confidential
Jobberman Nigeria Recruitment,Business Development Executive,Management & Business Development,Management & Business Development,Lagos,1 month ,Confidential
Jobberman Nigeria Recruitment,Product Manager,Product & Project Management,Product & Project Management,Lagos,1 month ,Confidential
Jobberman Nigeria Recruitment,"Legal, Risk, and Compliance Officer",Legal Services,Legal Services,Lagos,1 month ,Confidential
Jobberman Nigeria Recruitment,Front Desk Officer,Admin & Office,Admin & Office,Lagos,1 month ,Confidential
Jobberman Nigeria Recruitment,HR Officer,Human Resources,Human Resources,Lagos,1 month ,Confidential
Yousheng Group,Customer Service Representative,Customer Service & Support,Customer Service & Support,Lagos,1 month ,"NGN 150,000 - 250,000"
Jobberman Nigeria Recruitment,Branding and Communications Officer,Marketing & Communications,Marketing & Communications,Lagos,1 month ,"NGN 250,000 - 400,000"
Graza Media Limited,Finance Manager,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Abuja,1 month ,Confidential
Anonymous Employer,Sonologist,Medical & Pharmaceutical,Medical & Pharmaceutical,Imo,1 month ,Confidential
Jobberman Nigeria Recruitment,Full Stack Developer (Angular/JavaScript + Java),Software & Data,Software & Data,Abuja,1 month ,Confidential
Bubus Properties & Investments Ltd.,Senior Construction Manager,Building & Architecture,Building & Architecture,Lagos,1 month ,Confidential
Anonymous Employer,Associate Solicitor,Legal Services,Legal Services,Lagos,1 month ,"NGN 250,000 - 400,000"
FTR Electronics Ltd,Trainee Technician/Workshop Technician,Engineering & Technology,Engineering & Technology,Lagos,1 month ,"NGN 70,000 - 150,000"
Kindercrest School,Primary School Teacher,"Research, Teaching & Training","Research, Teaching & Training",Abuja,1 month ,"NGN 70,000 - 150,000"
Kindercrest School,Early Years Teacher,"Research, Teaching & Training","Research, Teaching & Training",Abuja,1 month ,"NGN 70,000 - 150,000"
Unicaf,Doctoral Thesis Supervisor,"Research, Teaching & Training","Research, Teaching & Training",Remote (Work From Home),1 month ,Confidential
Anonymous Employer,Account Clerk,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 month ,Confidential
Light height Global Services,Field Marketer,Marketing & Communications,Marketing & Communications,Lagos,1 month ,"NGN 250,000 - 400,000"
MEP Insights Ltd,Executive Assistant,Admin & Office,Admin & Office,Lagos,1 month ,"NGN 150,000 - 250,000"
Inab Realty Limited,Videographer/Photographer & Editor,Creative & Design,Creative & Design,Lagos,1 month ,"NGN 150,000 - 250,000"
Inab Realty Limited,Real Estate Sales Executive,Sales,Sales,Lagos,1 month ,"NGN 150,000 - 250,000"
Inab Realty Limited,Project Manager,Product & Project Management,Product & Project Management,Lagos,1 month ,"NGN 250,000 - 400,000"
