company_name,job_title,job_type,Department,Location,Posted_Time,Salary_range
Cr8 Careers Limited,Marketer,Marketing & Communications,Marketing & Communications,Lagos,4 days ,"NGN 70,000 - 150,000"
Cr8 Careers Limited,Office Assistant,Admin & Office,Admin & Office,Lagos,4 days ,"NGN 70,000 - 150,000"
Cr8 Careers Limited,Farm Manager,Farming & Agriculture,Farming & Agriculture,Abeokuta & Ogun State,4 days ,"NGN 70,000 - 150,000"
Macsfix Ltd,Recruitment Officer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,4 days ,"NGN 150,000 - 250,000"
ROE TeXperts LTD,English Teacher,"Research, Teaching & Training","Research, Teaching & Training",Abuja,4 days ,"NGN 70,000 - 150,000"
SabiRecruit,Laptop Field Marketer,Sales,Sales,Lagos,4 days ,"NGN 70,000 - 150,000"
L'Styleum,Front Desk Officer,Admin & Office,Admin & Office,Lagos,4 days ,"NGN 70,000 - 150,000"
ROE TeXperts LTD,Asistant Teacher,"Research, Teaching & Training","Research, Teaching & Training",Abuja,4 days ,"NGN 70,000 - 150,000"
Syncpath Consulting Ltd,HR Officer,Human Resources,Human Resources,Lagos,4 days ,"NGN 150,000 - 250,000"
Syncpath Consulting Ltd,Operations Manager,Management & Business Development,Management & Business Development,Lagos,4 days ,"NGN 250,000 - 400,000"
Syncpath Consulting Ltd,Inventory Manager,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,4 days ,"NGN 250,000 - 400,000"
L'Styleum,Senior Assistant Manager,Management & Business Development,Management & Business Development,Lagos,4 days ,"NGN 70,000 - 150,000"
Esson Software Solutions Limited,Operations Manager (Logistics & Client Success),Management & Business Development,Management & Business Development,Lagos,4 days ,"NGN 150,000 - 250,000"
Powell Homes and Shelters Limited,Site Store Keeper,Supply Chain & Procurement,Supply Chain & Procurement,Enugu,4 days ,"NGN 70,000 - 150,000"
Scorpion Renewables Nig Ltd,Social Media / Content Creator Intern,Marketing & Communications,Marketing & Communications,Abuja,4 days ,"NGN 70,000 - 150,000"
Scorpion Renewables Nig Ltd,Secretary,Admin & Office,Admin & Office,Abuja,4 days ,"NGN 70,000 - 150,000"
Consulting company,Pharmacy Technician,Medical & Pharmaceutical,Medical & Pharmaceutical,Abuja,4 days ,"NGN 70,000 - 150,000"
NG44 Consulting Ltd,Personal Assistant,Admin & Office,Admin & Office,Lagos,4 days ,"NGN 150,000 - 250,000"
Not Just Pulp,Social Media Manager,Marketing & Communications,Marketing & Communications,Lagos,4 days ,"NGN 70,000 - 150,000"
Not Just Pulp,Print Production Assistant,Creative & Design,Creative & Design,Lagos,4 days ,"NGN 70,000 - 150,000"
The MSS Company,Fulfillment Associate,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,4 days ,"NGN 70,000 - 150,000"
Syncpath Consulting Ltd,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,4 days ,"NGN 250,000 - 400,000"
Plato Eats Ltd.,Food Pass,Food Services & Catering,Food Services & Catering,Lagos,4 days ,"NGN 70,000 - 150,000"
Plato Eats Ltd.,Customer Service Officer (Shop Operator),Customer Service & Support,Customer Service & Support,Lagos,4 days ,"NGN 70,000 - 150,000"
Syncpath Consulting Ltd,Logistics Officer,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,4 days ,"NGN 150,000 - 250,000"
Syncpath Consulting Ltd,Telemarketing Supervisor,Marketing & Communications,Marketing & Communications,Lagos,4 days ,"NGN 250,000 - 400,000"
Familyfun Concept LTD,Nutritionist/Machandizer,Medical & Pharmaceutical,Medical & Pharmaceutical,Ibadan & Oyo State,4 days ,"NGN 70,000 - 150,000"
SabiRecruit,Recovery Collector,Customer Service & Support,Customer Service & Support,Lagos,4 days ,"NGN 70,000 - 150,000"
Scorpion Renewables Nig Ltd,Driver,Driver & Transport Services,Driver & Transport Services,Abuja,4 days ,"NGN 70,000 - 150,000"
Platinum Edge Consulting,"Head Of Operations,  Corporate Investment Advisory",Management & Business Development,Management & Business Development,Enugu,4 days ,"NGN 3,000,000 - 4,000,000"
Synergy Aesthetic Group,Personal Assistant,Admin & Office,Admin & Office,Lagos,4 days ,"NGN 70,000 - 150,000"
Platinum Edge Consulting,"Director, Corporate Investment Advisory",Management & Business Development,Management & Business Development,Enugu,4 days ,"NGN 4,000,000 - 5,000,000"
Consulting company,Inventory Officer,Supply Chain & Procurement,Supply Chain & Procurement,Abuja,4 days ,"NGN 70,000 - 150,000"
Consulting company,Sales Representative,Sales,Sales,Abuja,4 days ,"NGN 70,000 - 150,000"
Jorvit School LTD,Front Desk Officer,Admin & Office,Admin & Office,Lagos,4 days ,"NGN 70,000 - 150,000"
Jorvit School LTD,Administrative Assistant,Admin & Office,Admin & Office,Lagos,4 days ,"NGN 150,000 - 250,000"
NVC Prime Properties,Graphic Designer / Video Editor,Creative & Design,Creative & Design,Port Harcourt & Rivers State,4 days ,"NGN 150,000 - 250,000"
Not Just Pulp,Digital Marketing Assistant,Marketing & Communications,Marketing & Communications,Remote (Work From Home),4 days ,"NGN 70,000 - 150,000"
Virtual Intelligence Solutions,Full Stack & Mobile App Developer,Software & Data,Software & Data,Remote (Work From Home),4 days ,USD 150 - 300
AfroForm Global,Marketing Coordinator,Marketing & Communications,Marketing & Communications,Remote (Work From Home),4 days ,"NGN 250,000 - 400,000"
Botare Creation Nigeria Company Limited,Sales Assistant,Sales,Sales,Abeokuta & Ogun State,4 days ,"NGN 250,000 - 400,000"
Plato Eats Ltd.,Dispatch Rider,Driver & Transport Services,Driver & Transport Services,Lagos,4 days ,"NGN 70,000 - 150,000"
Bluewave New Energy Technology,Direct Sales Agent,Sales,Sales,Lagos,4 days ,"NGN 150,000 - 250,000"
HDT Nigeria Limited,Call Centre Agent,Customer Service & Support,Customer Service & Support,Lagos,4 days ,"NGN 150,000 - 250,000"
Casalavoro,Spa Therapist,Hospitality & Leisure,Hospitality & Leisure,Abuja,4 days ,"NGN 70,000 - 150,000"
Adsbarter,Sales Representative,Sales,Sales,Lagos,4 days ,"NGN 70,000 - 150,000"
Consulting company,Pharmacist,Medical & Pharmaceutical,Medical & Pharmaceutical,Abuja,4 days ,"NGN 250,000 - 400,000"
Mani Recruits,Production Manager,Management & Business Development,Management & Business Development,Abuja,1 week ,"NGN 150,000 - 250,000"
Avocado Virtual Solutions,Professional Chef,Food Services & Catering,Food Services & Catering,Abuja,1 week ,"NGN 150,000 - 250,000"
MDNI Farms LTD,Farm Manager,Farming & Agriculture,Farming & Agriculture,Rest of Nigeria (Delta),1 week ,"NGN 250,000 - 400,000"
Raphael Group,Course Instructor: Lead Generation Specialist/Appointment Setter (Recorded Sessions),"Research, Teaching & Training","Research, Teaching & Training",Remote (Work From Home),1 week ,"NGN 70,000 - 150,000"
Raphael Group,CapCut Course Instructor (Recorded Sessions),"Research, Teaching & Training","Research, Teaching & Training",Remote (Work From Home),1 week ,"NGN 70,000 - 150,000"
Raphael Group,Canva Course Instructor (Recorded Sessions),"Research, Teaching & Training","Research, Teaching & Training",Remote (Work From Home),1 week ,"NGN 70,000 - 150,000"
Raphael Group,Notion Course Instructor (Recorded Sessions),"Research, Teaching & Training","Research, Teaching & Training",Remote (Work From Home),1 week ,"NGN 150,000 - 250,000"
Downtown Grill Nigeria,Kitchen Assistant,Food Services & Catering,Food Services & Catering,Lagos,1 week ,"NGN 70,000 - 150,000"
Royal Resource Management,Store Manager,Supply Chain & Procurement,Supply Chain & Procurement,Abuja,1 week ,"NGN 70,000 - 150,000"
Avocado Virtual Solutions,Head of Marketing and Command Manager,Marketing & Communications,Marketing & Communications,Abuja,1 week ,"NGN 400,000 - 600,000"
Avocado Virtual Solutions,Marketer,Marketing & Communications,Marketing & Communications,Abuja,1 week ,"NGN 70,000 - 150,000"
Avocado Virtual Solutions,Human Resource Assistant,Human Resources,Human Resources,Abuja,1 week ,"NGN 70,000 - 150,000"
Syncpath Consulting Ltd,Telemarketer,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 150,000 - 250,000"
Leez Enterprises,Sales & Customer Representative,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
E-direct,Cook/Chef,Food Services & Catering,Food Services & Catering,Lagos,1 week ,"NGN 70,000 - 150,000"
E-direct,Project Management Assistant,Product & Project Management,Product & Project Management,Lagos,1 week ,"NGN 70,000 - 150,000"
E-direct,Gateman,Trades & Services,Trades & Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Pecksgrey Nigeria,Procurement Manager,Supply Chain & Procurement,Supply Chain & Procurement,Abuja,1 week ,"NGN 150,000 - 250,000"
E-direct,Driver,Driver & Transport Services,Driver & Transport Services,Lagos,1 week ,"NGN 70,000 - 150,000"
E-direct,Marketer,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 70,000 - 150,000"
Royal Resource Management,Hardware Engineer,Engineering & Technology,Engineering & Technology,Abuja,1 week ,"NGN 70,000 - 150,000"
Emador Nigeria Integrated Resources,Human Resources Intern,Human Resources,Human Resources,Lagos,1 week ,"NGN 70,000 - 150,000"
BashleeNG,App Pre-Launch Promotion & Operations Specialist,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 250,000 - 400,000"
E-direct,House Keeper,Hospitality & Leisure,Hospitality & Leisure,Lagos,1 week ,"NGN 70,000 - 150,000"
VW Hotels Ltd,Receptionist,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 70,000 - 150,000"
Geniserve Limited,Technical Report Officer,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 150,000 - 250,000"
Vertex Realty Solutions Limited,"Head, Sales and Marketing",Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 250,000 - 400,000"
Mkobo Microfinance Bank,Head of Internal Audit and Compliance,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,"NGN 600,000 - 900,000"
Leaders Educational Services and Tours Limited,Business Development Officer,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 70,000 - 150,000"
E-direct,Security Officer,Trades & Services,Trades & Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Casalavoro,Housekeeper,Hospitality & Leisure,Hospitality & Leisure,Abuja,1 week ,"NGN 70,000 - 150,000"
Spurt Solutions,Senior Design & Operations Associate,Product & Project Management,Product & Project Management,Lagos,1 week ,"NGN 250,000 - 400,000"
Spurt Solutions,Mid-Senior Interior Designer,Creative & Design,Creative & Design,Lagos,1 week ,"NGN 150,000 - 250,000"
Ziba Beach Resort,Marketing Manager,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 400,000 - 600,000"
Ferdie Marie Solutions,Medical Sales Representative,Sales,Sales,Rest of Nigeria (Nationwide),1 week ,"NGN 150,000 - 250,000"
E-direct,Receptionist,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Packaging Officer,Food Services & Catering,Food Services & Catering,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Beebeejump Int'l Limited,After Sales Engineer,Engineering & Technology,Engineering & Technology,Lagos,1 week ,"NGN 250,000 - 400,000"
SRS Collection,Sales Associate,Sales,Sales,Lagos,1 week ,"NGN 150,000 - 250,000"
Gratitude Nigeria Representative Limited,Senior HR Recruiter,Human Resources,Human Resources,Remote (Work From Home),1 week ,"NGN 70,000 - 150,000"
YIP Online Limited,UI/UX Web Designer,Creative & Design,Creative & Design,Lagos,1 week ,"NGN 150,000 - 250,000"
VW Hotels Ltd,Cook,Food Services & Catering,Food Services & Catering,Lagos,1 week ,"NGN 70,000 - 150,000"
Electronic Smartwood,Customer Service Representative,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 70,000 - 150,000"
Avocado Virtual Solutions,Home School Secondary-Level Science Teacher,"Research, Teaching & Training","Research, Teaching & Training",Abuja,1 week ,"NGN 150,000 - 250,000"
Avocado Virtual Solutions,Animator & Video Editor,Creative & Design,Creative & Design,Abuja,1 week ,"NGN 150,000 - 250,000"
Electronic Smartwood,Business Development Manager,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 70,000 - 150,000"
Losode Nigeria Limited,Chief of Staff,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 400,000 - 600,000"
Brit Properties Nig. Ltd,HR Relations Manager,Human Resources,Human Resources,Lagos,1 week ,"NGN 150,000 - 250,000"
Brit Properties Nig. Ltd,Brit Academy Manager,Consulting & Strategy,Consulting & Strategy,Lagos,1 week ,"NGN 250,000 - 400,000"
Toyapa Oil and Gas,Sales Officer,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
Brit Properties Nig. Ltd,Fleet Officer,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 70,000 - 150,000"
MDNI Farms LTD,Farm Veterinarian,Farming & Agriculture,Farming & Agriculture,Rest of Nigeria (Delta),1 week ,"NGN 150,000 - 250,000"
Grace Global Properties & Co,Office Assistant,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 150,000 - 250,000"
ROE TeXperts LTD,Operations/Admin Officer,Admin & Office,Admin & Office,Abuja,1 week ,"NGN 150,000 - 250,000"
Brit Properties Nig. Ltd,Front Desk Officer,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Vendor Onboarding and  Sales Executives,Sales,Sales,Rest of Nigeria (Nationwide),1 week ,"NGN 70,000 - 150,000"
Brit Properties Nig. Ltd,Account Manager,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,"NGN 70,000 - 150,000"
PWAN Group,Network Marketer,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 250,000 - 400,000"
FactBase Consulting Limited,Inventory Officer,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,1 week ,"NGN 70,000 - 150,000"
3V Property & Investment Holdings Limited,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Port Harcourt & Rivers State,1 week ,"NGN 150,000 - 250,000"
Getfit Technologies Ltd,Telesales Representative,Sales,Sales,Abuja,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Waiter,Hospitality & Leisure,Hospitality & Leisure,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Bar Man,Hospitality & Leisure,Hospitality & Leisure,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Yeson Management Co. Ltd,Sales Executive,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
Monas Consulting,Ironer (Pressers),Community & Social Services,Community & Social Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Mixologist,Hospitality & Leisure,Hospitality & Leisure,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Drivecare Logistics and Services Limited,Driver,Driver & Transport Services,Driver & Transport Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Drivecare Logistics and Services Limited,Driver,Driver & Transport Services,Driver & Transport Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Drivecare Logistics and Services Limited,Driver,Driver & Transport Services,Driver & Transport Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Hytech Global Homes,Site Engineer,Building & Architecture,Building & Architecture,Abuja,1 week ,"NGN 70,000 - 150,000"
Armorsil West Africa,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Abeokuta & Ogun State,1 week ,"NGN 150,000 - 250,000"
Ogesoft Technologies Ltd,Junior Python Developer,Software & Data,Software & Data,Rest of Nigeria (Nationwide),1 week ,"NGN 150,000 - 250,000"
Norb Express International Limited,Student Recrutiment Counsellor,Sales,Sales,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Ogesoft Technologies Ltd,Data Scientist / Python Developer,Software & Data,Software & Data,Rest of Nigeria (Nationwide),1 week ,"NGN 250,000 - 400,000"
MX Global Concept Company Limited,Sales Executive,Sales,Sales,Lagos,1 week ,"NGN 150,000 - 250,000"
Ogesoft Technologies Ltd,Python Software Developer,Software & Data,Software & Data,Rest of Nigeria (Nationwide),1 week ,"NGN 250,000 - 400,000"
D.C Danek & Company Limited,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Rest of Nigeria (Abia),1 week ,"NGN 70,000 - 150,000"
Seal Energy,Quantity Surveyor,Building & Architecture,Building & Architecture,Lagos,1 week ,"NGN 250,000 - 400,000"
Nwanyibee Global Ventures,Customer Service Representative,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Laundry Presser,Trades & Services,Trades & Services,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Generation Capital Limited,Social Media Manager,Marketing & Communications,Marketing & Communications,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Talenture Group,Recruitment Consultant,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
YOG African Company,Warehouse Worker,Supply Chain & Procurement,Supply Chain & Procurement,Ibadan & Oyo State,1 week ,"NGN 70,000 - 150,000"
YC Power Nig. Ltd,Production Manager,Management & Business Development,Management & Business Development,Abeokuta & Ogun State,1 week ,"NGN 400,000 - 600,000"
Nwanyibee Global Ventures,Public Health Assistant,Medical & Pharmaceutical,Medical & Pharmaceutical,Lagos,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Griller,Food Services & Catering,Food Services & Catering,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Customer Service Personnel,Customer Service & Support,Customer Service & Support,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Storekeeper,Supply Chain & Procurement,Supply Chain & Procurement,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Payease Technology,Sales Manager,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
King Ghali International Logistics,Hotel Maintenance Electrician,Trades & Services,Trades & Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Najisha Engineering Services Limited,Secretary,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 70,000 - 150,000"
De-Future Elite Technology,Customer Service Representative,Customer Service & Support,Customer Service & Support,Abuja,1 week ,"NGN 70,000 - 150,000"
King Ghali International Logistics,Front Desk Officer,Hospitality & Leisure,Hospitality & Leisure,Lagos,1 week ,"NGN 70,000 - 150,000"
Najisha Engineering Services Limited,Content and Graphics Designer,Creative & Design,Creative & Design,Lagos,1 week ,"NGN 70,000 - 150,000"
Najisha Engineering Services Limited,Customer Service Representative,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 70,000 - 150,000"
Junvon Medical Laboratory and Diagnostic Services,Laboratory Technician / Phlebotomist,Medical & Pharmaceutical,Medical & Pharmaceutical,Imo,1 week ,"NGN 70,000 - 150,000"
June and March Twenty Ventures,Assistant Operations Officer,Supply Chain & Procurement,Supply Chain & Procurement,Abeokuta & Ogun State,1 week ,"NGN 70,000 - 150,000"
Bridge Numerics,Real Estate Relationship Officer,Sales,Sales,Abuja,1 week ,"NGN 70,000 - 150,000"
Magech Pharmacy Limited,Superintendent Pharmacist,Medical & Pharmaceutical,Medical & Pharmaceutical,Rest of Nigeria (Abia),1 week ,"NGN 150,000 - 250,000"
Early Global Resources Ltd,Professional Driver,Driver & Transport Services,Driver & Transport Services,Lagos,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Quality Control Officer,Quality Control & Assurance,Quality Control & Assurance,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Corporate Driver,Driver & Transport Services,Driver & Transport Services,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Kenex Konsults International,Laundry and Dry Cleaning Personnel,Trades & Services,Trades & Services,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Aiico Insurance plc,Financial Advisor,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,"NGN 70,000 - 150,000"
BeeEx Human Resources Consulting,Chief Operating Officer,Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 3,000,000 - 4,000,000"
Talenture Group,Sales & Talent Advisory,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
Avocado Virtual Solutions,Digital Marketer Manager [Female],Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 250,000 - 400,000"
Pukena Concierge Services,Residential Chef,Food Services & Catering,Food Services & Catering,Lagos,1 week ,"NGN 150,000 - 250,000"
Avocado Virtual Solutions,Digital Marketer,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 70,000 - 150,000"
BlueSteel Solutions,"Group Head, Strategic Growth",Management & Business Development,Management & Business Development,Lagos,1 week ,"NGN 1,200,000 - 1,500,000"
APHR Consult,Sales Associate,Sales,Sales,Lagos,1 week ,"NGN 250,000 - 400,000"
Eleganza,Estate Facility Manager,Estate Agents & Property Management,Estate Agents & Property Management,Lagos,1 week ,"NGN 250,000 - 400,000"
Eleganza,Protocol & Government Relations Marketer,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 250,000 - 400,000"
Onyibiz Consult,Nutritionist,Medical & Pharmaceutical,Medical & Pharmaceutical,Lagos,1 week ,"NGN 150,000 - 250,000"
BlueSteel Solutions,Senior Product Manager,Product & Project Management,Product & Project Management,Lagos,1 week ,"NGN 900,000 - 1,200,000"
Eleganza,General Manager,Product & Project Management,Product & Project Management,Lagos,1 week ,"NGN 250,000 - 400,000"
99 by Mozilla Apartments,Front Desk Agent,Admin & Office,Admin & Office,Abuja,1 week ,"NGN 70,000 - 150,000"
Homelight Properties Limited,Marketing Manager,Sales,Sales,Rest of Nigeria (Cross River),1 week ,"NGN 70,000 - 150,000"
Eleganza,Mechatronic Engineer,Engineering & Technology,Engineering & Technology,Lagos,1 week ,"NGN 250,000 - 400,000"
Luxelinks Limited,Sales Manager,Sales,Sales,Lagos,1 week ,"NGN 150,000 - 250,000"
JAM-Forte Technologies Ltd,Backend Developer (NestJS),Software & Data,Software & Data,Abuja,1 week ,"NGN 70,000 - 150,000"
Bridgemead Consulting,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,"NGN 400,000 - 600,000"
Bluewave New Energy Technology,Call Center and Sales Support Supervisor,Sales,Sales,Lagos,1 week ,"NGN 250,000 - 400,000"
MBZ technology,Customer Support Agent,Customer Service & Support,Customer Service & Support,Rest of Nigeria,1 week ,"NGN 150,000 - 250,000"
Zaptrance,Secretary,Admin & Office,Admin & Office,Rest of Nigeria (Kaduna),1 week ,"NGN 70,000 - 150,000"
MBZ technology,Graphic Designer,Marketing & Communications,Marketing & Communications,Rest of Nigeria,1 week ,"NGN 150,000 - 250,000"
MBZ technology,Web Developer,Engineering & Technology,Engineering & Technology,Rest of Nigeria,1 week ,"NGN 70,000 - 150,000"
Afrocentric Global,Customer Service Agent,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 150,000 - 250,000"
MBZ technology,Sales Representatives (B2B SaaS),Marketing & Communications,Marketing & Communications,Rest of Nigeria,1 week ,"NGN 150,000 - 250,000"
MBZ technology,Partnership & Business Development Lead,Marketing & Communications,Marketing & Communications,Rest of Nigeria,1 week ,"NGN 250,000 - 400,000"
Incubax Technologies Limited,Cook,Food Services & Catering,Food Services & Catering,Abuja,1 week ,"NGN 70,000 - 150,000"
MBZ technology,Technical support Engineer,Engineering & Technology,Engineering & Technology,Rest of Nigeria,1 week ,"NGN 150,000 - 250,000"
Kings Unique Security Services,Security Officers/Guards,Trades & Services,Trades & Services,Port Harcourt & Rivers State,1 week ,"NGN 70,000 - 150,000"
Stride Recruitment Limited,Tourism / Travel Officer,Hospitality & Leisure,Hospitality & Leisure,Lagos,1 week ,"NGN 150,000 - 250,000"
Stride Recruitment Limited,Customer Care Representative,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 70,000 - 150,000"
PrintPlaceNG,Operations & Production Lead,Product & Project Management,Product & Project Management,Lagos,1 week ,"NGN 250,000 - 400,000"
BSS Consulting Ltd,Digital Marketer,Estate Agents & Property Management,Estate Agents & Property Management,Lagos,1 week ,"NGN 70,000 - 150,000"
Breezy Digital Solutions,Business Development Executive,Sales,Sales,Lagos,1 week ,"NGN 70,000 - 150,000"
Taprap Nigeria Ltd,Accountant,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Enugu,1 week ,"NGN 70,000 - 150,000"
Sancoj,Video Production Manager,Creative & Design,Creative & Design,Remote (Work From Home),1 week ,"NGN 150,000 - 250,000"
Brit Properties Nig. Ltd,Fleet Officer,Hospitality & Leisure,Hospitality & Leisure,Lagos,1 week ,"NGN 70,000 - 150,000"
Brit Properties Nig. Ltd,Restraunt Manager,Hospitality & Leisure,Hospitality & Leisure,Lagos,1 week ,"NGN 150,000 - 250,000"
Kep Technologies Limited,Social Media Manager / Content Creator,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 70,000 - 150,000"
Gratitude Nigeria Representative Limited,Recruiter,Human Resources,Human Resources,Remote (Work From Home),1 week ,"NGN 70,000 - 150,000"
Landover Company,Account Officer,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Lagos,1 week ,"NGN 150,000 - 250,000"
Study with FM,Digital Marketing Specialist,Software & Data,Software & Data,Ibadan & Oyo State,1 week ,"NGN 150,000 - 250,000"
Luxelinks Limited,Project Support Officer,Product & Project Management,Product & Project Management,Lagos,1 week ,"NGN 70,000 - 150,000"
Royal Resource Management,Virtual Assistant,Admin & Office,Admin & Office,Remote (Work From Home),1 week ,"NGN 70,000 - 150,000"
Royal Resource Management,Account Manager,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Abuja,1 week ,"NGN 70,000 - 150,000"
Awatown,Facility & Administrative Officer,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 70,000 - 150,000"
Hongxing Steel Company,HR Assistant,Human Resources,Human Resources,Lagos,1 week ,"NGN 70,000 - 150,000"
Boubid Africa,Product & Growth Srategist,Consulting & Strategy,Consulting & Strategy,Lagos,1 week ,"NGN 900,000 - 1,200,000"
Boubid Africa,General Manager,Management & Business Development,Management & Business Development,Abuja,1 week ,"NGN 600,000 - 900,000"
Organic Rental,Chinese Translator,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 400,000 - 600,000"
Boubid Africa,Senior Executive Assistant,Admin & Office,Admin & Office,Lagos,1 week ,"NGN 400,000 - 600,000"
Boubid Africa,Marketing & Communications Executive,Marketing & Communications,Marketing & Communications,Lagos,1 week ,"NGN 400,000 - 600,000"
Perona Beauty,Female Order Fulfillment Associate,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,1 week ,"NGN 70,000 - 150,000"
Boubid Africa,Business & Content Assistant,Marketing & Communications,Marketing & Communications,Abuja,1 week ,"NGN 70,000 - 150,000"
Boubid Africa,Engineering Procurement Manager,Supply Chain & Procurement,Supply Chain & Procurement,Lagos,1 week ,"NGN 900,000 - 1,200,000"
Ashmed Specialist Hospital,Cashier,"Accounting, Auditing & Finance","Accounting, Auditing & Finance",Abuja,1 week ,"NGN 70,000 - 150,000"
Ashmed Specialist Hospital,Optometrist,Medical & Pharmaceutical,Medical & Pharmaceutical,Abuja,1 week ,"NGN 250,000 - 400,000"
Work in Nigeria Recruitment Agency,Customer Support Representative’s,Customer Service & Support,Customer Service & Support,Abuja,1 week ,"NGN 150,000 - 250,000"
Work in Nigeria Recruitment Agency,Sales Executive,Sales,Sales,Lagos,1 week ,"NGN 150,000 - 250,000"
Staffora Global,Customer Service Representative,Customer Service & Support,Customer Service & Support,Lagos,1 week ,"NGN 70,000 - 150,000"
Boubid Africa,Fashion Production Manager,Product & Project Management,Product & Project Management,Abuja,1 week ,"NGN 250,000 - 400,000"
